diana ross  lionel richie,0,0,1,0,0,0,endless love,1981,1981,both,
diana ross  marvin gaye,0,1,0,0,0,0,my mistake was to love you,1974,1974,,
dickey lee,1,0,0,0,0,0,laurie strange things happen,1965,1965,male,American_country_singers
diddy,0,0,0,0,1,0,last night,2007,2007,,
diddy  dirty money,0,0,0,0,0,1,coming home,2011,2011,,
dido,0,0,0,0,2,0,"thank you, white flag",2001,2004,female,British_female_singers
dierks bentley,0,0,0,0,1,1,"what was i thinkin, drunk on a plane",2003,2014,male,American_country_singers
digable planets,0,0,0,1,0,0,rebirth of slick cool like dat,1993,1993,,
digital underground,0,0,0,1,0,0,the humpty dance,1990,1990,male,
dino,0,0,1,2,0,0,"i like it, romeo, ooh child",1989,1993,male,American_male_singers
dino desi  billy,1,0,0,0,0,0,im a fool,1965,1965,,
dionne and friends dionne warwick gladys knight elton john and stevie wonder,0,0,1,0,0,0,thats what friends are for,1986,1986,,
dionne farris,0,0,0,1,0,0,i know,1995,1995,female,African-American_female_singers
dionne warwick,5,2,2,0,0,0,"message to michael, alfie, theme from valley of the dolls, do you know the way to san jose, this girls in love with you, ill never fall in love again, ill never love this way again, dej`a vu, heartbreaker",1966,1983,female,African-American_female_singers
dionne warwick  the spinners,0,1,0,0,0,0,then came you,1974,1974,,
dire straits,0,1,2,0,0,0,"sultans of swing, money for nothing, walk of life",1979,1986,,
dirty vegas,0,0,0,0,1,0,days go by,2002,2002,,
disclosure,0,0,0,0,0,1,latch,2014,2014,,
discotex and the sexolettes,0,1,0,0,0,0,get dancin,1975,1975,,
dishwalla,0,0,0,1,0,0,counting blue cars,1996,1996,,
divine,0,0,0,2,0,0,"lately, lately",1998,1999,male,American_male_pop_singers
divinyls,0,0,0,1,0,0,i touch myself,1991,1991,,
dixie chicks,0,0,0,0,3,0,"cowboy take me away, long time gone, landslide",2000,2003,,
dj jazzy jeff  the fresh prince,0,0,0,2,0,0,"summertime, boom shake the room",1991,1993,,
dj khaled,0,0,0,0,0,2,"all i do is win, im on one",2010,2011,,
dj kool,0,0,0,1,0,0,let me clear my throat,1997,1997,male,
dj sammy,0,0,0,0,1,0,heaven,2002,2002,,
dj snake and alunageorge,0,0,0,0,0,1,you know you like it,2015,2015,male,
dj snake and lil jon,0,0,0,0,0,1,turn down for what,2014,2014,,
dmx,0,0,0,0,1,0,party up up in here,2000,2000,male,African-American_male_rappers
dna,0,0,0,1,0,0,toms diner,1991,1991,male,
do or die,0,0,0,1,0,0,po pimp,1996,1996,,
dobie gray,0,1,0,0,0,0,drift away,1973,1973,male,African-American_male_singers
dolly parton,0,1,1,0,0,0,"here you come again, 9 to 5",1978,1981,female,American_female_country_singers
domino,0,0,0,1,0,0,getto jam,1994,1994,male,African-American_male_rappers
don henley,0,0,4,0,0,0,"dirty laundry, the boys of summer, all she wants to do is dance, the end of the innocence",1983,1989,male,American_country_singers
don mclean,0,2,1,0,0,0,"american pie, vincent, crying",1972,1981,male,American_male_guitarists
donell jones,0,0,0,0,2,0,"u know whats up, where i wanna be",2000,2000,male,American_male_guitarists
donna fargo,0,2,0,0,0,0,"the happiest girl in the whole usa, funny face",1972,1973,female,American_female_country_singers
donna lewis,0,0,0,2,0,0,"i love you always forever, i love you always forever",1996,1997,female,British_female_singers
donna summer,0,5,5,0,0,0,"love to love you baby, last dance, bad girls, hot stuff, macarthur park, on the radio, dim all the lights, love is in control finger on the trigger, she works hard for the money, this time i know its for real",1976,1989,female,African-American_female_singers
donna summer and brooklyn dreams,0,1,0,0,0,0,heaven knows,1979,1979,both,
donny  marie osmond,0,2,0,0,0,0,"morning side of the mountain, deep purple",1975,1976,,
donny and marie osmond,0,1,0,0,0,0,im leaving it up to you,1974,1974,,
donny osmond,0,4,1,0,0,0,"go away little girl, sweet and innocent, puppy love, the twelfth of never, soldier of love",1971,1989,male,American_country_singers
donovan,3,0,0,0,0,0,"sunshine superman, hurdy gurdy man, atlantis",1966,1969,male,Scottish_male_singers
dorothy moore,0,1,0,0,0,0,misty blue,1976,1976,female,American_female_singers
dottie west  kenny rogers,0,0,1,0,0,0,what are we doin in love,1981,1981,,
dr buzzards original savannah band,0,1,0,0,0,0,cherchez la femme,1977,1977,both,
dr dre,0,0,0,3,2,1,"nuthin but a g thang, dre day, keep their heads ringin, forgot about dre, the next episode, i need a doctor",1993,2011,,
dr hook,0,3,2,0,0,0,"only sixteen, a little bit more, when youre in love with a beautiful woman, sexy eyes, better love next time",1976,1980,,
dr hook  the medicine show,0,3,0,0,0,0,"sylvias mother, the cover of the rolling stone, sharing the night together",1972,1979,,
dr john,0,1,0,0,0,0,right place wrong time,1973,1973,male,
drake,0,0,0,0,2,12,"best i ever had, forever, find your love, over, forever, headlines, the motto, take care, started from the bottom, hold on were going home, hold on were going home, 0 to 100  the catch up, hotline bling, back to back",2009,2015,male,Canadian_male_singers
dream,0,0,0,0,1,0,he loves u not,2001,2001,,
dream academy,0,0,1,0,0,0,life in a northern town,1986,1986,,
drs,0,0,0,1,0,0,gangsta lean,1994,1994,,
dru hill,0,0,0,5,0,0,"in my bed, never make a promise, were not making love no more, how deep is your love, these are the times",1997,1999,,
duice,0,0,0,1,0,0,dazzey duks,1993,1993,,
duncan sheik,0,0,0,1,0,0,barely breathing,1997,1997,male,American_male_singer-songwriters
duran duran,0,0,9,2,0,0,"hungry like the wolf, is there something i should know, the reflex, union of the snake, new moon on monday, a view to a kill, the wild boys, notorious, i dont want your love, ordinary world, come undone",1983,1993,,
dusty springfield,1,0,0,0,0,0,you dont have to say you love me,1966,1966,female,English_female_pop_singers
dwight twilley band,0,1,0,0,0,0,im on fire,1975,1975,,
e40,0,0,0,0,1,0,u and dat,2006,2006,male,
eagleeye cherry,0,0,0,1,0,0,save tonight,1999,1999,male,
eagles,0,5,3,0,0,0,"one of these nights, best of my love, take it to the limit, hotel california, new kid in town, heartache tonight, i cant tell you why, the long run",1975,1980,,
eamon,0,0,0,0,1,0,fuck it i dont want you back,2004,2004,male,American_male_singers
earth wind  fire,0,7,2,0,0,0,"shining star, thats the way of the world, sing a song, getaway, serpentine fire, after the love has gone, september, lets groove, fall in love with me",1975,1983,,
earth wind  fire  the emotions,0,1,0,0,0,0,boogie wonderland,1979,1979,,
echosmith,0,0,0,0,0,1,cool kids,2014,2014,both,
ed ames,1,0,0,0,0,0,my cup runneth over,1967,1967,male,American_male_singers
ed sheeran,0,0,0,0,0,6,"the a team, dont, sing, thinking out loud, photograph, dont",2013,2015,male,English_male_singers
eddie holman,0,1,0,0,0,0,hey there lonely girl,1970,1970,male,American_male_singers
eddie kendricks,0,3,0,0,0,0,"keep on truckin, boogie down, shoeshine boy",1973,1975,male,African-American_male_singers
eddie money,0,1,3,0,0,0,"baby hold on, think im in love, take me home tonight, walk on water",1978,1989,male,American_male_guitarists
eddie murphy,0,0,1,0,0,0,party all the time,1986,1986,male,African-American_male_singers
eddie rabbitt,0,1,3,0,0,0,"suspicions, drivin my life away, i love a rainy night, step by step",1979,1981,male,American_country_singers
eddie rabbitt and crystal gayle,0,0,1,0,0,0,you and i,1983,1983,,
eddy grant,0,0,1,0,0,0,electric avenue,1983,1983,male,British_male_singers
edens crush,0,0,0,0,1,0,get over yourself,2001,2001,,
edgar winter group,0,2,0,0,0,0,"frankenstein, free ride",1973,1973,male,
edie brickell  new bohemians,0,0,1,0,0,0,what i am,1989,1989,,
edison lighthouse,0,1,0,0,0,0,love grows where my rosemary goes,1970,1970,,
edward bear,0,1,0,0,0,0,last song,1973,1973,,
edward maya,0,0,0,0,0,1,stereo love,2011,2011,,
edwin hawkins singers,1,0,0,0,0,0,oh happy day,1969,1969,,
edwin mccain,0,0,0,1,0,0,ill be,1998,1998,male,American_male_guitarists
edwin starr,1,1,0,0,0,0,"twentyfive miles, war",1969,1970,,
eiffel 65,0,0,0,0,1,0,blue da ba dee,2000,2000,,
el debarge,0,0,1,0,0,0,whos johnny,1986,1986,male,American_male_singers
electric light orchestra,0,8,1,0,0,0,"cant get it out of my head, evil woman, telephone line, livin thing, sweet talkin woman, turn to stone, shine a little love, dont bring me down, hold on tight",1975,1981,,
eli young band,0,0,0,0,0,2,"crazy girl, even if it breaks your heart",2011,2012,,
ella henderson,0,0,0,0,0,1,ghost,2015,2015,female,British_female_singers
elle king,0,0,0,0,0,1,exs  ohs,2015,2015,female,American_female_singers
ellie goulding,0,0,0,0,0,3,"lights, burn, love me like you do",2012,2015,,
elliott yamin,0,0,0,0,1,0,wait for you,2007,2007,male,American_male_singers
elton john,0,12,9,5,0,0,"rocket man, crocodile rock, daniel, bennie and the jets, goodbye yellow brick road, dont let the sun go down on me, philadelphia freedom, lucy in the sky with diamonds, someone saved my life tonight, island girl, sorry seems to be the hardest word, mama cant buy you love, little jeannie, blue eyes, empty garden hey hey johnny, im still standing, i guess thats why they call it the blues, sad songs say so much, nikita, i dont wanna go on with you like that, candle in the wind, the one, can you feel the love tonight, believe, something about the way you look tonight  candle in the wind 1997, candle in the wind 1997",1972,1998,male,English_male_composers
elton john  kiki dee,0,1,0,0,0,0,dont go breaking my heart,1976,1976,,
elvin bishop,0,1,0,0,0,0,fooled around and fell in love,1976,1976,male,American_male_guitarists
elvis presley,3,3,0,0,0,0,"crying in the chapel, suspicious minds, in the ghetto, the wonder of you, burning love, way down",1965,1977,male,American_country_singers
emeli sande,0,0,0,0,0,1,next to me,2013,2013,,
emf,0,0,0,1,0,0,unbelievable,1991,1991,male,
eminem,0,0,0,0,11,4,"the real slim shady, without me, cleanin out my closet, lose yourself, lose yourself, sing for the moment, superman, just lose it, mockingbird, shake that, when im gone, love the way you lie, not afraid, berzerk, the monster",2000,2014,male,American_male_rappers
eminem dr dre and 50 cent,0,0,0,0,1,0,crack a bottle,2009,2009,,
en vogue,0,0,0,6,0,0,"hold on, my lovin youre never gonna get it, giving him something he can feel, free your mind, give it up turn it loose, dont let go love",1990,1997,,
engelbert humperdinck,1,1,0,0,0,0,"release me, after the lovin",1967,1977,male,English_male_singers
england dan  john ford coley,0,2,0,0,0,0,"id really love to see you tonight, love is the answer",1976,1979,,
enigma,0,0,0,2,0,0,"sadeness part i, return to innocence",1991,1994,male,
enrique iglesias,0,0,0,1,4,3,"bailamos, be with you, hero, hero, escape, i like it, tonight im lovin you, bailando",1999,2014,male,
enya,0,0,0,0,1,0,only time,2001,2001,female,Irish_female_singers
erasure,0,0,0,1,0,0,always,1994,1994,,
eric benet,0,0,0,1,0,0,spend my life with you,1999,1999,,
eric burdon  war,0,1,0,0,0,0,spill the wine,1970,1970,,
eric carmen,0,1,2,0,0,0,"all by myself, hungry eyes, make me lose control",1976,1988,male,American_male_guitarists
eric church,0,0,0,0,0,1,springsteen,2012,2012,male,American_country_singers
eric clapton,0,3,2,3,0,0,"i shot the sheriff, lay down sally, promises, i cant stand it, ive got a rock n roll heart, tears in heaven, change the world, change the world",1974,1997,male,English_male_singers
eric weissberg  steve mandell,0,1,0,0,0,0,dueling banjos,1973,1973,,
erick sermon,0,0,0,0,1,0,music,2001,2001,male,African-American_male_rappers
eruption,0,1,0,0,0,0,i cant stand the rain,1978,1978,,
erykah badu,0,0,0,1,2,0,"on  on, bag lady, love of my life an ode to hiphop",1997,2003,female,African-American_female_singer-songwriters
estelle,0,0,0,0,1,0,american boy,2008,2008,female,English_female_rappers
eternal,0,0,0,1,0,0,stay,1994,1994,,
europe,0,0,1,0,0,0,carrie,1987,1987,,
eurythmics,0,0,3,0,0,0,"sweet dreams are made of this, here comes the rain again, would i lie to you",1983,1985,,
evan and jaron,0,0,0,0,1,0,crazy for this girl,2001,2001,,
evanescence,0,0,0,0,3,0,"bring me to life, my immortal, call me when youre sober",2003,2006,,
eve,0,0,0,0,2,0,"let me blow ya mind, gangsta lovin",2001,2002,female,Female_hip_hop_musicians
eve 6,0,0,0,0,1,0,heres to the night,2001,2001,,
evelyn champagne king,0,1,0,0,0,0,shame,1978,1978,,
everclear,0,0,0,0,1,0,wonderful,2000,2000,,
everlast,0,0,0,1,0,0,what its like,1999,1999,male,American_male_rappers
every mothers son,1,0,0,0,0,0,come on down to my boat,1967,1967,,
everything but the girl,0,0,0,1,0,0,missing,1996,1996,,
exile,0,1,0,0,0,0,kiss you all over,1978,1978,male,American_male_rappers
expose,0,0,5,1,0,0,"come go with me, let me be the one, point of no return, seasons change, what you dont know, ill never get over you getting over me",1987,1993,,
extreme,0,0,0,2,0,0,"more than words, hole hearted",1991,1991,,
fabolous,0,0,0,0,4,0,"into you, cant let you go, make me better, throw it in the bag",2003,2009,male,African-American_male_rappers
faith evans,0,0,0,4,1,0,"you used to love me, soon as i get home, love like this, all night long, i love you",1995,2002,female,African-American_female_singer-songwriters
faith hill,0,0,0,1,5,0,"this kiss, breathe, the way you love me, the way you love me, there youll be, mississippi girl",1998,2005,female,American_female_country_singers
faith no more,0,0,0,1,0,0,epic,1990,1990,,
falco,0,0,1,0,0,0,rock me amadeus,1986,1986,,
fall out boy,0,0,0,0,5,3,"sugar were goin down, dance dance, sugar were goin down, this aint a scene its an arms race, thnks fr th mmrs, my songs know what you did in the dark light em up, centuries, uma thurman",2005,2015,male,
fancy,0,1,0,0,0,0,wild thing,1974,1974,,
fantasia,0,0,0,0,1,0,truth is,2005,2005,,
far east movement,0,0,0,0,0,3,"like a g6, rocketeer, like a g6",2010,2011,,
fastball,0,0,0,1,0,0,out of my head,1999,1999,male,
fat joe,0,0,0,0,4,0,"whats luv, we thuggin, get it poppin, make it rain",2002,2007,,
fergie,0,0,0,0,6,0,"london bridge, big girls dont cry, glamorous, fergalicious, clumsy, big girls dont cry",2006,2008,female,American_female_singer-songwriters
fetty wap,0,0,0,0,0,3,"trap queen, 679, my way",2015,2015,male,African-American_male_rappers
field mob,0,0,0,0,2,0,"sick of being lonely, so what",2003,2006,,
fifth harmony,0,0,0,0,0,1,worth it,2015,2015,female,
filter,0,0,0,0,1,0,take a picture,2000,2000,male,
fine young cannibals,0,0,2,0,0,0,"she drives me crazy, good thing",1989,1989,male,
finger eleven,0,0,0,0,3,0,"one thing, paralyzer, paralyzer",2004,2008,,
firefall,0,1,0,0,0,0,strange way,1979,1979,,
firehouse,0,0,0,3,0,0,"love of a lifetime, when i look into your eyes, i live my life for you",1991,1995,,
five,0,0,0,1,0,0,when the lights go out,1998,1998,male,
five americans,1,0,0,0,0,0,western union,1967,1967,male,
five for fighting,0,0,0,0,2,0,"superman its not easy, 100 years",2002,2004,male,American_male_singers
five man electrical band,0,1,0,0,0,0,signs,1971,1971,male,
five stairsteps,0,1,0,0,0,0,ooh child,1970,1970,,
fleetwood mac,0,5,5,0,0,0,"say you love me, rhiannon, dreams, dont stop, go your own way, sara, tusk, hold me, little lies, big love",1976,1987,both,
flo rida,0,0,0,0,4,6,"low, in the ayer, right round, sugar, club cant handle me, wild ones, good feeling, whistle, i cry, gdfr",2008,2015,male,African-American_male_rappers
floetry,0,0,0,0,1,0,say yes,2003,2003,,
florida georgia line,0,0,0,0,0,4,"cruise, get your shine on, this is how we roll, dirt",2013,2014,,
focus,0,1,0,0,0,0,hocus pocus,1973,1973,,
foghat,0,1,0,0,0,0,slow ride,1976,1976,,
foo fighters,0,0,0,0,1,0,best of you,2005,2005,,
force mds,0,0,1,0,0,0,tender love,1986,1986,,
foreigner,0,4,5,0,0,0,"feels like the first time, cold as ice, hot blooded, double vision, urgent, waiting for a girl like you, i want to know what love is, say you will, i dont want to live without you",1977,1988,,
fort minor,0,0,0,0,1,0,whered you go,2006,2006,,
foster the people,0,0,0,0,0,1,pumped up kicks,2011,2011,,
four tops,3,0,0,0,0,0,"i cant help myself sugar pie honey bunch, its the same old song, bernadette",1965,1967,,
foxy,0,1,0,0,0,0,get off,1978,1978,,
foxy brown,0,0,0,1,0,0,ill be,1997,1997,,
frank  nancy sinatra,1,0,0,0,0,0,somethin stupid,1967,1967,both,
frank mills,0,1,0,0,0,0,music box dancer,1979,1979,,
frank sinatra,1,0,0,0,0,0,strangers in the night,1966,1966,male,American_crooners
frank stallone,0,0,1,0,0,0,far from over,1983,1983,male,American_male_singers
franke and the knockouts,0,0,1,0,0,0,sweetheart,1981,1981,male,
frankie j,0,0,0,0,2,0,"dont wanna try, obsession no es amor",2003,2005,male,American_male_singer-songwriters
frankie valli,1,3,0,0,0,0,"cant take my eyes off you, my eyes adored you, swearin to god, grease",1967,1978,male,American_male_pop_singers
freak nasty,0,0,0,1,0,0,da dip,1997,1997,male,African-American_male_rappers
freda payne,0,2,0,0,0,0,"band of gold, bring the boys home",1970,1971,female,African-American_female_singers
freddie and the dreamers,1,0,0,0,0,0,im telling you now,1965,1965,,
freddie hart,0,1,0,0,0,0,easy loving,1971,1971,male,American_country_singers
freddy fender,0,2,0,0,0,0,"before the next teardrop falls, wasted days and wasted nights",1975,1975,male,American_country_singers
free,0,1,0,0,0,0,all right now,1970,1970,,
frida,0,0,1,0,0,0,i know theres something going on,1983,1983,,
friend  lover,1,0,0,0,0,0,reach out of the darkness,1968,1968,,
frijid pink,0,1,0,0,0,0,the house of the rising sun,1970,1970,,
fuel,0,0,0,0,1,0,hemorrhage in my hands,2001,2001,,
fun,0,0,0,0,0,4,"we are young, some nights, some nights, carry on",2012,2013,,
gabrielle,0,0,0,1,0,0,dreams,1994,1994,female,English_female_pop_singers
gallery,0,1,0,0,0,0,nice to be with you,1972,1972,male,
gary lewis  the playboys,4,0,0,0,0,0,"this diamond ring, save your heart for me, count me in, shes just my style",1965,1966,male,
gary lewis and the playboys,1,0,0,0,0,0,sealed with a kiss,1968,1968,,
gary numan,0,0,1,0,0,0,cars,1980,1980,male,English_male_singer-songwriters
gary puckett  the union gap,5,0,0,0,0,0,"young girl, lady willpower, over you, woman woman, this girl is a woman now",1968,1969,,
gary us bonds,0,0,1,0,0,0,this little girl,1981,1981,,
gary wright,0,2,1,0,0,0,"love is alive, dream weaver, really wanna know you",1976,1981,male,American_male_singers
gavin degraw,0,0,0,0,3,1,"i dont want to be, chariot, in love with a girl, not over you",2005,2012,male,American_male_guitarists
gavin rossdale,0,0,0,0,1,0,love remains the same,2008,2008,male,English_male_singers
gene  debbe,1,0,0,0,0,0,playboy,1968,1968,,
gene chandler,0,1,0,0,0,0,groovy situation,1970,1970,male,African-American_male_singers
general public,0,0,0,1,0,0,ill take you there,1994,1994,,
genesis,0,0,7,3,0,0,"misunderstanding, thats all, invisible touch, throwing it all away, land of confusion, in too deep, tonight tonight tonight, i cant dance, hold on my heart, no son of mine",1980,1992,,
george benson,0,2,2,0,0,0,"this masquerade, on broadway, give me the night, turn your love around",1976,1982,male,American_male_guitarists
george duke  stanley clarke,0,0,1,0,0,0,sweet baby,1981,1981,,
george ezra,0,0,0,0,0,1,budapest,2015,2015,male,English_male_singer-songwriters
george harrison,0,2,2,0,0,0,"my sweet lord, give me love give me peace on earth, all those years ago, got my mind set on you",1971,1988,male,English_male_singer-songwriters
george mccrae,0,1,0,0,0,0,rock your baby,1974,1974,male,American_male_singers
george michael,0,0,7,4,0,0,"a different corner, i want your sex, faith, one more try, father figure, monkey, kissing a fool, praying for time, freedom 90, too funky, fastlove",1986,1996,male,English_male_singers
george michael and elton john,0,0,0,1,0,0,dont let the sun go down on me,1992,1992,,
george strait,0,0,0,1,2,0,"write this down, the best day, living and living well",1999,2002,male,American_country_singers
georgia satellites,0,0,1,0,0,0,keep your hands to yourself,1987,1987,,
georgie fame,1,0,0,0,0,0,the ballad of bonnie and clyde,1968,1968,male,English_male_singers
gerald levert,0,0,0,1,0,0,thinkin bout it,1998,1998,male,American_male_singers
gerardo,0,0,0,1,0,0,rico suave,1991,1991,,
gerry and the pacemakers,1,0,0,0,0,0,ferry cross the mersey,1965,1965,,
gerry rafferty,0,1,0,0,0,0,baker street,1978,1978,male,Male_guitarists
ghost town djs,0,0,0,1,0,0,my boo,1996,1996,,
gilbert osullivan,0,3,0,0,0,0,"alone again naturally, get down, clair",1972,1973,,
gin blossoms,0,0,0,3,0,0,"hey jealousy, found out about you, follow you down  til i hear it from you",1993,1996,male,
gina g,0,0,0,1,0,0,ooh aah just a little bit,1997,1997,female,Australian_female_pop_singers
gino vannelli,0,1,1,0,0,0,"i just wanna stop, living inside myself",1979,1981,male,Canadian_male_singers
ginuwine,0,0,0,3,4,0,"pony, pony, so anxious, differences, differences, in those jeans, hell yeah",1996,2003,male,African-American_male_singers
gladys knight  the pips,0,7,0,0,0,0,"if i were your woman, neither one of us wants to be the first to say goodbye, midnight train to georgia, best thing that ever happened to me, ive got to use my imagination, on and on, the way we weretry to remember",1971,1975,,
glass tiger,0,0,2,0,0,0,"dont forget me when im gone, someday",1986,1987,,
glen campbell,1,4,0,0,0,0,"galveston, its only make believe, rhinestone cowboy, country boy you got your feet in la, southern nights",1969,1977,male,American_country_singers
glenn frey,0,0,2,0,0,0,"the heat is on, you belong to the city",1985,1985,male,American_male_guitarists
glenn medeiros,0,0,1,0,0,0,nothings gonna change my love for you,1987,1987,male,American_male_singers
glenn medeiros and bobby brown,0,0,0,1,0,0,she aint worth it,1990,1990,,
glenn yarbrough,1,0,0,0,0,0,baby the rain must fall,1965,1965,male,American_male_singers
gloria estefan,0,0,1,3,0,0,"dont wanna lose you, here we are, coming out of the dark, turn the beat around",1989,1995,female,American_female_pop_singers
gloria estefan and miami sound machine,0,0,4,0,0,0,"rhythm is gonna get you, anything for you, 123, cant stay away from you",1987,1988,both,
gloria gaynor,0,2,0,0,0,0,"never can say goodbye, i will survive",1975,1979,female,American_female_singers
gloria loring and carl anderson,0,0,1,0,0,0,friends and lovers,1986,1986,,
gnarls barkley,0,0,0,0,1,0,crazy,2006,2006,male ,
go west,0,0,0,2,0,0,"king of wishful thinking, faithful",1990,1993,,
golden earring,0,1,1,0,0,0,"radar love, twilight zone",1974,1983,,
goo goo dolls,0,0,0,4,2,0,"name, slide, black balloon, iris, broadway, here is gone",1996,2002,,
gordon lightfoot,0,2,0,0,0,0,"if you could read my mind, sundown",1971,1974,male,Canadian_male_singers
gorillaz,0,0,0,0,2,0,"feel good inc, feel good inc",2005,2006,,
gotye,0,0,0,0,0,1,somebody that i used to know,2012,2012,male,Australian_male_singers
gq,0,2,0,0,0,0,"disco nights rockfreak, i do love you",1979,1979,,
grand funk,0,1,0,0,0,0,bad time,1975,1975,,
grand funk railroad,0,3,0,0,0,0,"were an american band, the locomotion, some kind of wonderful",1973,1975,male,
great white,0,0,1,0,0,0,once bitten twice shy,1989,1989,,
green day,0,0,0,0,4,0,"boulevard of broken dreams, holiday, wake me up when september ends, 21 guns",2005,2009,,
"green jell""y",0,0,0,1,0,0,three little pigs,1993,1993,,
greg guidry,0,0,1,0,0,0,goin down,1982,1982,male,
gregory abbott,0,0,1,0,0,0,shake you down,1987,1987,male,African-American_male_singers
gretchen wilson,0,0,0,0,1,0,redneck woman,2004,2004,female,American_female_country_singers
groove theory,0,0,0,2,0,0,"tell me, tell me",1995,1996,both,
grover washington jr  bill withers,0,0,1,0,0,0,just the two of us,1981,1981,male,
gunit,0,0,0,0,1,0,wanna get to know you,2004,2004,male,
guns n roses,0,0,4,1,0,0,"sweet child o mine, patience, welcome to the jungle, paradise city, november rain",1988,1992,,
gwen stefani,0,0,0,0,5,0,"hollaback girl, rich girl, cool, the sweet escape, wind it up",2005,2007,female,American_female_pop_singers
gym class heroes,0,0,0,0,1,3,"cupids chokehold, stereo hearts, ass back home, stereo hearts",2007,2012,,
haddaway,0,0,0,2,0,0,"what is love, what is love",1993,1994,male,
hall  oates,0,3,4,0,0,0,"sara smile, shes gone, rich girl, wait for me, kiss on my list, you make my dreams, youve lost that lovin feelin",1976,1981,,
hamilton joe frank  reynolds,0,2,0,0,0,0,"dont pull your love, fallin in love",1971,1975,,
hammer,0,0,0,2,0,0,"2 legit 2 quit, addams groove",1992,1992,,
hanson,0,0,0,2,0,0,"mmmbop, i will come to you",1997,1998,male,
harold faltermeyer,0,0,1,0,0,0,axel f,1985,1985,,
harold melvin  the blue notes,0,1,0,0,0,0,wake up everybody,1976,1976,,
harry chapin,0,2,0,0,0,0,"taxi, cats in the cradle",1972,1975,male,American_male_guitarists
harry nilsson,1,2,0,0,0,0,"everybodys talkin, without you, coconut",1969,1972,male,American_male_guitarists
havana brown,0,0,0,0,0,1,we run the night,2012,2012,female,Australian_female_pop_singers
heart,0,1,6,1,0,0,"barracuda, tell it like it is, what about love, never, these dreams, alone, who will you run to, all i wanna do is make love to you",1977,1990,female,
heatwave,0,3,0,0,0,0,"boogie nights, the groove line, always and forever",1977,1978,,
heavy d,0,0,0,1,0,0,big daddy,1997,1997,male,African-American_male_rappers
heavy d  the boyz,0,0,0,2,0,0,"now that we found love, got me waiting",1991,1994,,
helen reddy,0,7,0,0,0,0,"i dont know how to love him, delta dawn, peaceful, you and me against the world, leave me alone ruby red dress, angie baby, youre my world",1971,1977,female,American_female_pop_singers
hellogoodbye,0,0,0,0,1,0,here in your arms,2007,2007,,
henry gross,0,1,0,0,0,0,shannon,1976,1976,male,American_male_singer-songwriters
henry mancini,1,0,0,0,0,0,love theme from romeo and juliet,1969,1969,,
herb alpert,1,1,2,0,0,0,"this guys in love with you, rise, rise, diamonds",1968,1987,,
herb alpert and the tijuana brass,1,0,0,0,0,0,zorba the greek,1966,1966,,
hermans hermits,7,0,0,0,0,0,"cant you hear my heart beat, mrs brown youve got a lovely daughter, silhouettes, im henery the eighth i am, wonderful world, dandy, theres a kind of hush",1965,1967,,
hifive,0,0,0,3,0,0,"i like the way the kissing game, i cant wait another minute, shes playing hard to get",1991,1992,,
high inergy,0,1,0,0,0,0,you cant turn me off in the middle of turning me on,1978,1978,,
hinder,0,0,0,0,3,0,"lips of an angel, lips of an angel, better than me",2006,2007,,
honey cone,0,1,0,0,0,0,want ads,1971,1971,female,
hoobastank,0,0,0,0,1,0,the reason,2004,2004,,
hootie  the blowfish,0,0,0,6,0,0,"hold my hand, let her cry, only wanna be with you, time, old man and me when i get to heaven, only wanna be with you",1995,1996,,
horst jankowski,1,0,0,0,0,0,a walk in the black forest,1965,1965,male,
hot,0,1,0,0,0,0,angel in your arms,1977,1977,,
hot butter,0,1,0,0,0,0,popcorn,1972,1972,,
hot chelle rae,0,0,0,0,0,1,tonight tonight,2011,2011,,
hot chocolate,0,2,0,0,0,0,"you sexy thing, every 1s a winner",1976,1979,,
house of pain,0,0,0,1,0,0,jump around,1992,1992,male,
houston,0,0,0,0,1,0,i like that,2004,2004,male,African-American_male_singers
howard jones,0,0,2,0,0,0,"things can only get better, no one is to blame",1985,1986,male,African-American_male_singers
howie day,0,0,0,0,1,0,collide,2005,2005,male,American_male_guitarists
hozier,0,0,0,0,0,1,take me to church,2015,2015,male,
htown,0,0,0,1,0,0,knockin da boots,1993,1993,,
huey,0,0,0,0,1,0,pop lock  drop it,2007,2007,male,African-American_male_rappers
huey lewis and the news,0,0,10,0,0,0,"do you believe in love, the heart of rock  roll, i want a new drug, if this is it, the power of love, stuck with you, jacobs ladder, hip to be square, doing it all for my baby, perfect world",1982,1988,,
hugh masekela,1,0,0,0,0,0,grazing in the grass,1968,1968,,
hugo montenegro,1,0,0,0,0,0,the good the bad and the ugly,1968,1968,,
hunter hayes,0,0,0,0,0,3,"wanted, i want crazy, wanted",2012,2013,male,American_country_singers
hurricane chris,0,0,0,0,1,0,a bay bay,2007,2007,male,African-American_male_rappers
hurricane smith,0,1,0,0,0,0,oh babe what would you say,1973,1973,,
ian matthews,0,1,0,0,0,0,shake it,1979,1979,male,
ian whitcomb,1,0,0,0,0,0,you turn me on,1965,1965,male,English_male_singers
ice cube,0,0,0,3,0,0,"it was a good day, check yo self, bop gun one nation",1993,1994,male,African-American_male_rappers
icehouse,0,0,1,0,0,0,electric blue,1988,1988,,
icona pop,0,0,0,0,0,1,i love it,2013,2013,,
